adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,weighted_rating
False,266082,fr,Bande de filles,oppressed by her family setting deadend school prospects and the boys law in the neighborhood marieme starts a new life after meeting a group of three freespirited girls she changes her name her dress code and quits school to be accepted in the gang hoping that this will be a way to freedom,1.2001,2014-10-22,Girlhood,6.446,396,2014,6.731158219331452
False,39371,it,L'allenatore nel pallone,oronzo can is called to coach longobarda the football team of a small town of northern italy newly promoted to the first division his only task is not to be relegated but longobardas owner plots against him finding the teams current ranking far too expensive and his top brazilian striker is affected by a deep saudade,0.5883,1984-10-26,L'allenatore nel pallone,6.518,396,1984,6.734450826209527
False,486070,it,Benedetta follia,a man dedicated to religion and very faithful husband suddenly finds himself single the new shop assistant in his shop will overwhelm his life,0.741,2018-01-11,Blessed Madness,6.038,396,2018,6.712500113689029
False,11109,en,Vera Drake,abortionist vera drake finds her beliefs and practices clash with the mores of s britain  a conflict that leads to tragedy for her family,2.6162,2004-10-22,Vera Drake,7.191,396,2004,6.765227554389308
False,12253,en,Biker Boyz,a mythic motorcycle tale of father and son this is the story of manuel galloway also known as the king of cali the president of a motorcycle club whose members are all africanamerican men mostly whitecollar workers who exchange their suits and ties at night and on weekends for leather outfits and motorcycle helmets,5.1012,2003-01-31,Biker Boyz,6.27,396,2003,6.723109624740603
False,13691,en,Piglet's Big Movie,when the gang from the hundred acre wood begin a honey harvest young piglet is excluded and told that he is too small to help feeling inferior piglet disappears and his pals eeyore rabbit tigger roo and winnie the pooh must use piglets scrapbook as a map to find him in the process they discover that this very small animal has been a big hero in a lot of ways,3.57,2003-03-16,Piglet's Big Movie,6.717,396,2003,6.743551225775317
False,244539,en,Infinitely Polar Bear,a manicdepressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young spirited daughters who dont make the overwhelming task any easier,2.3948,2014-01-18,Infinitely Polar Bear,6.6,396,2014,6.738200739598446
False,11564,en,Class of 1984,andy is a new teacher at an inner city high school that is unlike any he has seen before there are metal detectors at the front door and the place is basically run by a tough kid named peter stegman soon andy and stegman become enemies and stegman will stop at nothing to protect his turf and drug dealing business,4.4872,1982-08-20,Class of 1984,6.439,396,1982,6.730838104773862
False,168903,en,Barbie in the Pink Shoes,about a young girl who finds a pair of pink ballet shoes and is taken to a magical ballet landthere she learns how to help her friends and follow her instincts,3.9454,2013-02-14,Barbie in the Pink Shoes,6.907,396,2013,6.7522400494813475
False,14551,en,Winchester '73,lin mcadam rides into town on the trail of dutch henry brown only to find himself in a shooting competition against him mcadam wins the prize a oneinathousand winchester rifle but dutch steals it and leaves town mcadam follows intent on settling his old quarrel while the rifle keeps changing hands and touching a number of lives,2.7989,1950-07-06,Winchester '73,7.303,396,1950,6.770349387310758
False,1999,en,In the Bedroom,summertime on the coast of maine in the bedroom centers on the inner dynamics of a family in transition matt fowler is a doctor practicing in his native maine and is married to new york born ruth fowler a music teacher his son is involved in a love affair with a local single mother as the beauty of maines brief and fleeting summer comes to an end these characters find themselves in the midst of unimaginable tragedy,3.1848,2001-11-23,In the Bedroom,6.938,396,2001,6.753657699664963
False,53399,it,La solitudine dei numeri primi,prime numbers are divisible only by one and themselves these numbers are solitary and incomprehensible to others alice and mattia are both prime both haunted by the tragedies that have marked them in childhood a skiing accident for alice which has caused a defect in her leg and the loss of his twin sister for matthew,0.76,2010-09-10,The Solitude of Prime Numbers,5.914,395,2010,6.706921080624454
False,341744,es,Truman,toms who lives in canada travels to madrid spain to visit his old friend julin both of them accompanied by truman julins faithful dog will share many surprising and emotional little moments triggered by the hard situation julin is going through for just a few days,1.3157,2015-09-24,Truman,7.022,395,2015,6.757468525879929
False,890541,it,7 donne e un mistero,when the family patriarch is murdered seven women find themselves trapped together in his mansion to solve the mystery,2.0856,2021-12-25,7 Women and a Murder,5.525,395,2021,6.6891747302594915
False,2577,en,Code 46,in a dystopian future insurance fraud investigator william gold arrives in shanghai to investigate a forgery ring for papelles futuristic passports that record peoples identities and genetics gold falls for maria gonzalez the woman in charge of the forgeries after a passionate affair gold returns home having named a coworker as the culprit but when one of gonzalezs customers is found dead gold is sent back to shanghai to complete the investigation,3.0063,2003-09-02,Code 46,6.2,395,2003,6.719968525879929
False,1008392,en,The Blackening,seven black friends go away for the weekend only to find themselves trapped in a cabin with a killer who has a vendetta they must pit their street smarts and knowledge of horror movies against the murderer to stay alive,3.5827,2023-06-15,The Blackening,5.9,395,2023,6.706282394493067
False,39148,ja,ドラゴンボール 最強への道,a retelling of dragon balls origin with a different take on the meeting of goku bulma and kamesennin it also retells the red ribbon army story but this time they find goku rather than goku finding them,3.2051,1996-03-04,Dragon Ball: The Path to Power,7.362,395,1996,6.772979474785038
False,258363,en,Desierto,a group of mexican emigrants attempts to cross the mexicanus border what begins as a hopeful journey becomes a harrowing bloody and primal fight for survival when a deranged rifletoting vigilante and his loyal belgian malinois dog chase the group of unarmed men and women through the treacherous borderland in the harsh unforgiving desert terrain the odds are stacked firmly against them as they discover theres nowhere to hide from the unrelenting merciless killer,2.4035,2015-04-12,Desierto,6.2,395,2015,6.719968525879929
